108960,51,תל אביב ,5000,תל אביב - יפו ,101 ,רדינג ,official ,101
110150,51,תל אביב ,5000,תל אביב - יפו ,645 ,מרינה ,official ,645
110151,51,תל אביב ,5000,תל אביב - יפו ,10254,מלון מרינה ,synonym of 645 ,645
110152,51,תל אביב ,5000,תל אביב - יפו ,646 ,גארי ברתיני ,official ,646
110153,51,תל אביב ,5000,תל אביב - יפו ,700 ,כרם התימנים ,official ,700
110154,51,תל אביב ,5000,תל אביב - יפו ,701 ,מנדלסון ,official ,701
110155,51,תל אביב ,5000,תל אביב - יפו ,702 ,שפינוזה ,official ,702
110156,51,תל אביב ,5000,תל אביב - יפו ,703 ,פילון ,official ,703
110157,51,תל אביב ,5000,תל אביב - יפו ,704 ,כהן הרמן ,official ,704
110158,51,תל אביב ,5000,תל אביב - יפו ,10255,כהן צבי ,synonym of 704 ,704
110159,51,תל אביב ,5000,תל אביב - יפו ,10256,הרמן הכהן ,synonym of 704 ,704
110160,51,תל אביב ,5000,תל אביב - יפו ,10257,הרמן כהן ,synonym of 704 ,704
110161,51,תל אביב ,5000,תל אביב - יפו ,705 ,ריינס ,official ,705
110162,51,תל אביב ,5000,תל אביב - יפו ,10258,רינס ,synonym of 705 ,705
110163,51,תל אביב ,5000,תל אביב - יפו ,10259,ריינס הרב ,synonym of 705 ,705
110164,51,תל אביב ,5000,תל אביב - יפו ,10260,הרב ריינס ,synonym of 705 ,705
110165,51,תל אביב ,5000,תל אביב - יפו ,706 ,גוטליב ,official ,706
110166,51,תל אביב ,5000,תל אביב - יפו ,707 ,הירשנברג ,official ,707
110167,51,תל אביב ,5000,תל אביב - יפו ,10261,הרשנברג ,synonym of 707 ,707
110168,51,תל אביב ,5000,תל אביב - יפו ,10262,הירשברג ,synonym of 707 ,707
110169,51,תל אביב ,5000,תל אביב - יפו ,708 ,שץ ,official ,708
110170,51,תל אביב ,5000,תל אביב - יפו ,10263,שץ ,synonym of 708 ,708
110171,51,תל אביב ,5000,תל אביב - יפו ,709 ,ישראליס ,official ,709
110172,51,תל אביב ,5000,תל אביב - יפו ,10264,ישראלס ,synonym of 709 ,709
110173,51,תל אביב ,5000,תל אביב - יפו ,10265,יזראליס ,synonym of 709 ,709
110174,51,תל אביב ,5000,תל אביב - יפו ,710 ,שלמה המלך ,official ,710
110175,51,תל אביב ,5000,תל אביב - יפו ,10266,המלך שלמה ,synonym of 710 ,710
110176,51,תל אביב ,5000,תל אביב - יפו ,711 ,גורדון י ל ,official ,711
110177,51,תל אביב ,5000,תל אביב - יפו ,10267,י ל גורדון ,synonym of 711 ,711
110178,51,תל אביב ,5000,תל אביב - יפו ,10268,גורדון יל ,synonym of 711 ,711
110179,51,תל אביב ,5000,תל אביב - יפו ,10269,גורדון ,synonym of 711 ,711
110180,51,תל אביב ,5000,תל אביב - יפו ,10270,גורדון יהודה לייב ,synonym of 711 ,711
110181,51,תל אביב ,5000,תל אביב - יפו ,712 ,סמ ילג ,official ,712
110182,51,תל אביב ,5000,תל אביב - יפו ,10271,ילג סמ ,synonym of 712 ,712
110183,51,תל אביב ,5000,תל אביב - יפו ,10272,ילג ,synonym of 712 ,712
110184,51,תל אביב ,5000,תל אביב - יפו ,10273,ילג סמטה ,synonym of 712 ,712
110185,51,תל אביב ,5000,תל אביב - יפו ,10274,סמ ילג ,synonym of 712 ,712
110186,51,תל אביב ,5000,תל אביב - יפו ,10275,רח 273 ,synonym of 712 ,712
110187,51,תל אביב ,5000,תל אביב - יפו ,713 ,סמ גור אריה ,official ,713
110188,51,תל אביב ,5000,תל אביב - יפו ,10276,גור אריה סמטה ,synonym of 713 ,713
110189,51,תל אביב ,5000,תל אביב - יפו ,10277,גור אריה סמ ,synonym of 713 ,713
110190,51,תל אביב ,5000,תל אביב - יפו ,10278,גור אריה ,synonym of 713 ,713
110191,51,תל אביב ,5000,תל אביב - יפו ,714 ,פרישמן ,official ,714
110192,51,תל אביב ,5000,תל אביב - יפו ,715 ,לכיש ,official ,715
110193,51,תל אביב ,5000,תל אביב - יפו ,716 ,מלון אסטור ,official ,716
110194,51,תל אביב ,5000,תל אביב - יפו ,717 ,מגידו ,official ,717
110195,51,תל אביב ,5000,תל אביב - יפו ,10279,מגדו ,synonym of 717 ,717
110196,51,תל אביב ,5000,תל אביב - יפו ,718 ,מצפה ,official ,718
110197,51,תל אביב ,5000,תל אביב - יפו ,719 ,גזר ,official ,719
110198,51,תל אביב ,5000,תל אביב - יפו ,720 ,שטנד ,official ,720
110199,51,תל אביב ,5000,תל אביב - יפו ,721 ,רייך ,official ,721
110200,51,תל אביב ,5000,תל אביב - יפו ,10280,רייר ,synonym of 721 ,721
110201,51,תל אביב ,5000,תל אביב - יפו ,10281,רייך לאון ,synonym of 721 ,721
110202,51,תל אביב ,5000,תל אביב - יפו ,722 ,שד' מסריק ,official ,722
110203,51,תל אביב ,5000,תל אביב - יפו ,10282,שדרות מסריק ,synonym of 722 ,722
110204,51,תל אביב ,5000,תל אביב - יפו ,10283,מסריק שד ,synonym of 722 ,722
110205,51,תל אביב ,5000,תל אביב - יפו ,10284,מסריק שדרות ,synonym of 722 ,722
110206,51,תל אביב ,5000,תל אביב - יפו ,10285,מסריק ,synonym of 722 ,722
110207,51,תל אביב ,5000,תל אביב - יפו ,10286,ככר מסריק ,synonym of 722 ,722
110208,51,תל אביב ,5000,תל אביב - יפו ,10287,מסריק ככר ,synonym of 722 ,722
110209,51,תל אביב ,5000,תל אביב - יפו ,10288,שד מסריק ,synonym of 722 ,722
110210,51,תל אביב ,5000,תל אביב - יפו ,723 ,שדרות חן ,official ,723
110211,51,תל אביב ,5000,תל אביב - יפו ,10289,חן שדרות ,synonym of 723 ,723
110212,51,תל אביב ,5000,תל אביב - יפו ,10290,שדרות חן ,synonym of 723 ,723
110213,51,תל אביב ,5000,תל אביב - יפו ,10291,חן שד ,synonym of 723 ,723
110214,51,תל אביב ,5000,תל אביב - יפו ,10292,שד חן ,synonym of 723 ,723
110215,51,תל אביב ,5000,תל אביב - יפו ,724 ,אימבר ,official ,724
110216,51,תל אביב ,5000,תל אביב - יפו ,725 ,נצח ישראל ,official ,725
110217,51,תל אביב ,5000,תל אביב - יפו ,726 ,גדעון ,official ,726
110218,51,תל אביב ,5000,תל אביב - יפו ,727 ,השופטים ,official ,727
110219,51,תל אביב ,5000,תל אביב - יפו ,10293,שופטים ,synonym of 727 ,727
110220,51,תל אביב ,5000,תל אביב - יפו ,728 ,לטריס ,official ,728
110221,51,תל אביב ,5000,תל אביב - יפו ,729 ,הנביאים ,official ,729
110222,51,תל אביב ,5000,תל אביב - יפו ,730 ,מלכי ישראל ,official ,730
110223,51,תל אביב ,5000,תל אביב - יפו ,10294,שד מלכי ישראל ,synonym of 730 ,730
110224,51,תל אביב ,5000,תל אביב - יפו ,731 ,שמשון ,official ,731
110225,51,תל אביב ,5000,תל אביב - יפו ,10295,שמשון הגבור ,synonym of 731 ,731
110226,51,תל אביב ,5000,תל אביב - יפו ,732 ,ספיר אליהו ,official ,732
110227,51,תל אביב ,5000,תל אביב - יפו ,10296,אליהו ספיר ,synonym of 732 ,732
110228,51,תל אביב ,5000,תל אביב - יפו ,10297,ספיר ,synonym of 732 ,732
110229,51,תל אביב ,5000,תל אביב - יפו ,733 ,סמ רשבג ,official ,733
110230,51,תל אביב ,5000,תל אביב - יפו ,10298,רשבג סמטה ,synonym of 733 ,733
110231,51,תל אביב ,5000,תל אביב - יפו ,10299,רשבג סמ ,synonym of 733 ,733
110232,51,תל אביב ,5000,תל אביב - יפו ,735 ,המליץ ,official ,735
110233,51,תל אביב ,5000,תל אביב - יפו ,737 ,בוקי בן יגלי ,official ,737
110234,51,תל אביב ,5000,תל אביב - יפו ,10300,בן יגלי ,synonym of 737 ,737
110235,51,תל אביב ,5000,תל אביב - יפו ,10301,בן יגלי בוקי ,synonym of 737 ,737
110236,51,תל אביב ,5000,תל אביב - יפו ,10302,בוקי בן יוגל ,synonym of 737 ,737
110237,51,תל אביב ,5000,תל אביב - יפו ,738 ,המלך ג'ורג' ,official ,738
110238,51,תל אביב ,5000,תל אביב - יפו ,10303,בית חלוצות ,synonym of 738 ,738
110239,51,תל אביב ,5000,תל אביב - יפו ,10304,בית החלוצות ,synonym of 738 ,738
110240,51,תל אביב ,5000,תל אביב - יפו ,10305,המלך גורג ,synonym of 738 ,738
110241,51,תל אביב ,5000,תל אביב - יפו ,10306,מלך גורג ,synonym of 738 ,738
110242,51,תל אביב ,5000,תל אביב - יפו ,10307,גורג המלך ,synonym of 738 ,738
110243,51,תל אביב ,5000,תל אביב - יפו ,739 ,בר גיורא ,official ,739
110244,51,תל אביב ,5000,תל אביב - יפו ,740 ,עין חרוד ,official ,740
110245,51,תל אביב ,5000,תל אביב - יפו ,741 ,תל חי ,official ,741
110246,51,תל אביב ,5000,תל אביב - יפו ,742 ,זמנהוף ,official ,742
110247,51,תל אביב ,5000,תל אביב - יפו ,743 ,אסתר המלכה ,official ,743
110248,51,תל אביב ,5000,תל אביב - יפו ,744 ,שולמית ,official ,744
110249,51,תל אביב ,5000,תל אביב - יפו ,745 ,רות ,official ,745
110250,51,תל אביב ,5000,תל אביב - יפו ,746 ,יעל ,official ,746
110251,51,תל אביב ,5000,תל אביב - יפו ,747 ,שפירא צבי ,official ,747
110252,51,תל אביב ,5000,תל אביב - יפו ,10308,הרמן שפירא ,synonym of 747 ,747
110253,51,תל אביב ,5000,תל אביב - יפו ,10309,שפירא הרמן ,synonym of 747 ,747
110254,51,תל אביב ,5000,תל אביב - יפו ,10310,שפירא ,synonym of 747 ,747
110255,51,תל אביב ,5000,תל אביב - יפו ,10311,שפירא צבי הרמן ,synonym of 747 ,747
110256,51,תל אביב ,5000,תל אביב - יפו ,10312,הרמן צבי שפירא ,synonym of 747 ,747
110257,51,תל אביב ,5000,תל אביב - יפו ,748 ,שמריהו לוין ,official ,748
110258,51,תל אביב ,5000,תל אביב - יפו ,10313,לוין שמריהו ,synonym of 748 ,748
110259,51,תל אביב ,5000,תל אביב - יפו ,749 ,שד' תרסט ,official ,749
110260,51,תל אביב ,5000,תל אביב - יפו ,10314,שד תרסט ,synonym of 749 ,749
110261,51,תל אביב ,5000,תל אביב - יפו ,10315,תרסט שדרות ,synonym of 749 ,749
110262,51,תל אביב ,5000,תל אביב - יפו ,10316,תרסט ,synonym of 749 ,749
110263,51,תל אביב ,5000,תל אביב - יפו ,10317,תרסט שד ,synonym of 749 ,749
110264,51,תל אביב ,5000,תל אביב - יפו ,10318,שד תרסט ,synonym of 749 ,749
110265,51,תל אביב ,5000,תל אביב - יפו ,10319,שדרות תרסט ,synonym of 749 ,749
110266,51,תל אביב ,5000,תל אביב - יפו ,750 ,חיסין ,official ,750
110267,51,תל אביב ,5000,תל אביב - יפו ,751 ,שד' בן ציון ,official ,751
110268,51,תל אביב ,5000,תל אביב - יפו ,10320,בן ציון שדרות ,synonym of 751 ,751
110269,51,תל אביב ,5000,תל אביב - יפו ,10321,שדרות בן ציון ,synonym of 751 ,751
110270,51,תל אביב ,5000,תל אביב - יפו ,10322,בן ציון ,synonym of 751 ,751
110271,51,תל אביב ,5000,תל אביב - יפו ,10323,בן ציון שד ,synonym of 751 ,751
110272,51,תל אביב ,5000,תל אביב - יפו ,10324,שד בן ציון ,synonym of 751 ,751
110273,51,תל אביב ,5000,תל אביב - יפו ,752 ,לב אברהם ,official ,752
110274,51,תל אביב ,5000,תל אביב - יפו ,10325,לב ,synonym of 752 ,752
110275,51,תל אביב ,5000,תל אביב - יפו ,753 ,מרמורק ,official ,753
110276,51,תל אביב ,5000,תל אביב - יפו ,754 ,בילו ,official ,754
110277,51,תל אביב ,5000,תל אביב - יפו ,10326,בילו ,synonym of 754 ,754
110278,51,תל אביב ,5000,תל אביב - יפו ,755 ,טוסקניני ,official ,755
110279,51,תל אביב ,5000,תל אביב - יפו ,10327,טוסקנני ,synonym of 755 ,755
110280,51,תל אביב ,5000,תל אביב - יפו ,756 ,הוברמן ,official ,756
110281,51,תל אביב ,5000,תל אביב - יפו ,10328,היכל התרבות ,synonym of 756 ,756
110282,51,תל אביב ,5000,תל אביב - יפו ,757 ,יוסף אליהו ,official ,757
110283,51,תל אביב ,5000,תל אביב - יפו ,758 ,האלקושי ,official ,758
110284,51,תל אביב ,5000,תל אביב - יפו ,10329,אלקושי ,synonym of 758 ,758
110285,51,תל אביב ,5000,תל אביב - יפו ,759 ,רוזנבאום ,official ,759
110286,51,תל אביב ,5000,תל אביב - יפו ,760 ,פולד ברכה ,official ,760
110287,51,תל אביב ,5000,תל אביב - יפו ,10330,ברכה פולד ,synonym of 760 ,760
110288,51,תל אביב ,5000,תל אביב - יפו ,10331,פולד ,synonym of 760 ,760
110289,51,תל אביב ,5000,תל אביב - יפו ,776 ,סטארה אלברט ,official ,776
110290,51,תל אביב ,5000,תל אביב - יפו ,10332,סטארה ,synonym of 776 ,776
110291,51,תל אביב ,5000,תל אביב - יפו ,777 ,צוויג סטפן ,official ,777
110292,51,תל אביב ,5000,תל אביב - יפו ,10333,רח 1261 ,synonym of 777 ,777
110293,51,תל אביב ,5000,תל אביב - יפו ,10334,הבאר ,synonym of 777 ,777
110294,51,תל אביב ,5000,תל אביב - יפו ,10335,סטפן צוויג ,synonym of 777 ,777
110295,51,תל אביב ,5000,תל אביב - יפו ,10336,צוויג ,synonym of 777 ,777
110296,51,תל אביב ,5000,תל אביב - יפו ,10337,סטפן צוייג ,synonym of 777 ,777
110297,51,תל אביב ,5000,תל אביב - יפו ,10338,צוייג סטפן ,synonym of 777 ,777
110298,51,תל אביב ,5000,תל אביב - יפו ,801 ,פינלס ,official ,801
110299,51,תל אביב ,5000,תל אביב - יפו ,802 ,בובליק ,official ,802
110300,51,תל אביב ,5000,תל אביב - יפו ,803 ,שלומציון המלכה ,official ,803
110301,51,תל אביב ,5000,תל אביב - יפו ,10339,שלומציון ,synonym of 803 ,803
110302,51,תל אביב ,5000,תל אביב - יפו ,10340,שלומציון מל ,synonym of 803 ,803
110303,51,תל אביב ,5000,תל אביב - יפו ,10341,שלומציון כמל ,synonym of 803 ,803
110304,51,תל אביב ,5000,תל אביב - יפו ,10342,המלכה שלומציון ,synonym of 803 ,803
110305,51,תל אביב ,5000,תל אביב - יפו ,10343,שלומציון המל ,synonym of 803 ,803
110306,51,תל אביב ,5000,תל אביב - יפו ,804 ,בני דן ,official ,804
110307,51,תל אביב ,5000,תל אביב - יפו ,805 ,מתתיהו כהן גדול ,official ,805
110308,51,תל אביב ,5000,תל אביב - יפו ,10344,כהן מתתיהו ,synonym of 805 ,805
110309,51,תל אביב ,5000,תל אביב - יפו ,10345,מתתיהו ,synonym of 805 ,805
110310,51,תל אביב ,5000,תל אביב - יפו ,806 ,יוחנן הגדי ,official ,806
110311,51,תל אביב ,5000,תל אביב - יפו ,807 ,יונתן הופסי ,official ,807
110312,51,תל אביב ,5000,תל אביב - יפו ,10346,הוופסי יונתן ,synonym of 807 ,807
110313,51,תל אביב ,5000,תל אביב - יפו ,10347,הוספי יוחנן ,synonym of 807 ,807
110314,51,תל אביב ,5000,תל אביב - יפו ,10348,הופסי יונתן ,synonym of 807 ,807
110315,51,תל אביב ,5000,תל אביב - יפו ,10349,יוחנן הוספי ,synonym of 807 ,807
110316,51,תל אביב ,5000,תל אביב - יפו ,10350,הווספי יוחנן ,synonym of 807 ,807
110317,51,תל אביב ,5000,תל אביב - יפו ,10351,הופסי יוחנן ,synonym of 807 ,807
110318,51,תל אביב ,5000,תל אביב - יפו ,808 ,אונקלוס ,official ,808
110319,51,תל אביב ,5000,תל אביב - יפו ,10352,אונקולוס ,synonym of 808 ,808
110320,51,תל אביב ,5000,תל אביב - יפו ,809 ,לואי מרשל ,official ,809
110321,51,תל אביב ,5000,תל אביב - יפו ,10353,מרשל לואי ,synonym of 809 ,809
110322,51,תל אביב ,5000,תל אביב - יפו ,10354,מרשל ,synonym of 809 ,809
110323,51,תל אביב ,5000,תל אביב - יפו ,810 ,דה האז ,official ,810
110324,51,תל אביב ,5000,תל אביב - יפו ,811 ,מרים החשמונאית ,official ,811
110325,51,תל אביב ,5000,תל אביב - יפו ,10355,מרים חשמנאית ,synonym of 811 ,811
110326,51,תל אביב ,5000,תל אביב - יפו ,10356,החשמונאית מרים ,synonym of 811 ,811
110327,51,תל אביב ,5000,תל אביב - יפו ,812 ,חוני המעגל ,official ,812
110328,51,תל אביב ,5000,תל אביב - יפו ,813 ,אנטיגונוס ,official ,813
110329,51,תל אביב ,5000,תל אביב - יפו ,10357,אנטיגנוס ,synonym of 813 ,813
110330,51,תל אביב ,5000,תל אביב - יפו ,10358,אנטוגנוס ,synonym of 813 ,813
110331,51,תל אביב ,5000,תל אביב - יפו ,814 ,יהודה המכבי ,official ,814
110332,51,תל אביב ,5000,תל אביב - יפו ,10359,יהודי המכבי ,synonym of 814 ,814
110333,51,תל אביב ,5000,תל אביב - יפו ,10360,יהודה מכבי ,synonym of 814 ,814
110334,51,תל אביב ,5000,תל אביב - יפו ,815 ,אלעזר החורני ,official ,815
110335,51,תל אביב ,5000,תל אביב - יפו ,10361,צפון ש עממי ,synonym of 815 ,815
110336,51,תל אביב ,5000,תל אביב - יפו ,10362,מפיצי השכלה ,synonym of 815 ,815
110337,51,תל אביב ,5000,תל אביב - יפו ,816 ,אריסטובול ,official ,816
110338,51,תל אביב ,5000,תל אביב - יפו ,10363,גשר רדינג צ ,synonym of 816 ,816
110339,51,תל אביב ,5000,תל אביב - יפו ,10364,ביח הירקון ,synonym of 816 ,816
110340,51,תל אביב ,5000,תל אביב - יפו ,817 ,שטריקר ,official ,817
110341,51,תל אביב ,5000,תל אביב - יפו ,10365,שטירקר ,synonym of 817 ,817
110342,51,תל אביב ,5000,תל אביב - יפו ,10366,שטרוקר ,synonym of 817 ,817
110343,51,תל אביב ,5000,תל אביב - יפו ,818 ,שד סמאטס ,official ,818
110344,51,תל אביב ,5000,תל אביב - יפו ,10367,סמאטס שד ,synonym of 818 ,818
110345,51,תל אביב ,5000,תל אביב - יפו ,10368,סמאטס שדרות ,synonym of 818 ,818
110346,51,תל אביב ,5000,תל אביב - יפו ,10369,סמטאס שד ,synonym of 818 ,818
110347,51,תל אביב ,5000,תל אביב - יפו ,10370,שדרות סמטאס ,synonym of 818 ,818
110348,51,תל אביב ,5000,תל אביב - יפו ,10371,סמטס ,synonym of 818 ,818
110349,51,תל אביב ,5000,תל אביב - יפו ,10372,שד סמטאס ,synonym of 818 ,818
110350,51,תל אביב ,5000,תל אביב - יפו ,10373,שדרות סמאטס ,synonym of 818 ,818
110351,51,תל אביב ,5000,תל אביב - יפו ,10374,סמאטס ,synonym of 818 ,818
110352,51,תל אביב ,5000,תל אביב - יפו ,10375,סמטאס שדרות ,synonym of 818 ,818
110353,51,תל אביב ,5000,תל אביב - יפו ,819 ,ברנדיס ,official ,819
110354,51,תל אביב ,5000,תל אביב - יפו ,10376,ברנדייס ,synonym of 819 ,819
110355,51,תל אביב ,5000,תל אביב - יפו ,10377,ברנדס לואיס ,synonym of 819 ,819
110356,51,תל אביב ,5000,תל אביב - יפו ,10378,ברנדס ,synonym of 819 ,819
110357,51,תל אביב ,5000,תל אביב - יפו ,10379,ברדניס ,synonym of 819 ,819
110358,51,תל אביב ,5000,תל אביב - יפו ,820 ,הרב צירלסון ,official ,820
110359,51,תל אביב ,5000,תל אביב - יפו ,10380,צירלסון הרב ,synonym of 820 ,820
110360,51,תל אביב ,5000,תל אביב - יפו ,10381,צירלסון ,synonym of 820 ,820
110361,51,תל אביב ,5000,תל אביב - יפו ,10382,צירלסון שרה ,synonym of 820 ,820
110362,51,תל אביב ,5000,תל אביב - יפו ,821 ,ועידת קטוביץ ,official ,821
110363,51,תל אביב ,5000,תל אביב - יפו ,10383,קהלת קטוביץ ,synonym of 821 ,821
110364,51,תל אביב ,5000,תל אביב - יפו ,10384,ועדת קטוביץ ,synonym of 821 ,821
110365,51,תל אביב ,5000,תל אביב - יפו ,822 ,הרב פרידמן ,official ,822
110366,51,תל אביב ,5000,תל אביב - יפו ,10385,פרידמן הרב ,synonym of 822 ,822
110367,51,תל אביב ,5000,תל אביב - יפו ,10386,פרידמן רב ,synonym of 822 ,822
110368,51,תל אביב ,5000,תל אביב - יפו ,823 ,רילף יצחק ,official ,823
110369,51,תל אביב ,5000,תל אביב - יפו ,10387,רילף ,synonym of 823 ,823
110370,51,תל אביב ,5000,תל אביב - יפו ,824 ,רב צעיר ,official ,824
110371,51,תל אביב ,5000,תל אביב - יפו ,825 ,שלזינגר ,official ,825
110372,51,תל אביב ,5000,תל אביב - יפו ,10388,שליזינגר ,synonym of 825 ,825
110373,51,תל אביב ,5000,תל אביב - יפו ,826 ,הילדסהיימר ,official ,826
110374,51,תל אביב ,5000,תל אביב - יפו ,10389,יד מרדכי ,synonym of 826 ,826
110375,51,תל אביב ,5000,תל אביב - יפו ,10390,הילדסהימר ,synonym of 826 ,826
110376,51,תל אביב ,5000,תל אביב - יפו ,10391,הילדס היימר ,synonym of 826 ,826
110377,51,תל אביב ,5000,תל אביב - יפו ,827 ,ניסנבוים ,official ,827
110378,51,תל אביב ,5000,תל אביב - יפו ,828 ,הרב עמיאל ,official ,828
110379,51,תל אביב ,5000,תל אביב - יפו ,10392,עמיאל הרב ,synonym of 828 ,828
110380,51,תל אביב ,5000,תל אביב - יפו ,10393,עמיאל ,synonym of 828 ,828
110381,51,תל אביב ,5000,תל אביב - יפו ,829 ,ויצמן ,official ,829
110382,51,תל אביב ,5000,תל אביב - יפו ,10394,וייצמן ,synonym of 829 ,829
110383,51,תל אביב ,5000,תל אביב - יפו ,10395,וויצמן ,synonym of 829 ,829
110384,51,תל אביב ,5000,תל אביב - יפו ,830 ,בני משה ,official ,830
110385,51,תל אביב ,5000,תל אביב - יפו ,831 ,בירנבוים ,official ,831
110386,51,תל אביב ,5000,תל אביב - יפו ,10396,בורנבוים ,synonym of 831 ,831
110387,51,תל אביב ,5000,תל אביב - יפו ,832 ,ירושלמי ,official ,832
110388,51,תל אביב ,5000,תל אביב - יפו ,10397,תלמוד ירושלמי ,synonym of 832 ,832
110389,51,תל אביב ,5000,תל אביב - יפו ,10398,התלמוד הירושלמי ,synonym of 832 ,832
110390,51,תל אביב ,5000,תל אביב - יפו ,833 ,תוספתא ,official ,833
110391,51,תל אביב ,5000,תל אביב - יפו ,834 ,הכנסת הגדולה ,official ,834
110392,51,תל אביב ,5000,תל אביב - יפו ,10399,הכנסת ,synonym of 834 ,834
110393,51,תל אביב ,5000,תל אביב - יפו ,10400,כנסת הגדולה ,synonym of 834 ,834
110394,51,תל אביב ,5000,תל אביב - יפו ,10401,הכנסת גדולה ,synonym of 834 ,834
110395,51,תל אביב ,5000,תל אביב - יפו ,835 ,בבלי ,official ,835
110396,51,תל אביב ,5000,תל אביב - יפו ,836 ,בן סירא ,official ,836
110397,51,תל אביב ,5000,תל אביב - יפו ,837 ,זמר חנה ,official ,837
110398,51,תל אביב ,5000,תל אביב - יפו ,10402,רח 1302 ,synonym of 837 ,837
110399,51,תל אביב ,5000,תל אביב - יפו ,10403,חנה זמר ,synonym of 837 ,837
110400,51,תל אביב ,5000,תל אביב - יפו ,10404,זמר ,synonym of 837 ,837
110401,51,תל אביב ,5000,תל אביב - יפו ,838 ,מרגלית מאיר ,official ,838
110402,51,תל אביב ,5000,תל אביב - יפו ,10405,מרגלית ,synonym of 838 ,838
110403,51,תל אביב ,5000,תל אביב - יפו ,10406,רח 1267 ,synonym of 838 ,838
110404,51,תל אביב ,5000,תל אביב - יפו ,839 ,הזוהר ,official ,839
110405,51,תל אביב ,5000,תל אביב - יפו ,10407,הזהר ,synonym of 839 ,839
110406,51,תל אביב ,5000,תל אביב - יפו ,10408,זוהר ,synonym of 839 ,839
110407,51,תל אביב ,5000,תל אביב - יפו ,840 ,המשנה ,official ,840
110408,51,תל אביב ,5000,תל אביב - יפו ,10409,המישנה ,synonym of 840 ,840
110409,51,תל אביב ,5000,תל אביב - יפו ,841 ,הנשיאים ,official ,841
110410,51,תל אביב ,5000,תל אביב - יפו ,10410,הנשיא ,synonym of 841 ,841
110411,51,תל אביב ,5000,תל אביב - יפו ,10411,רח 1281 ,synonym of 841 ,841
110412,51,תל אביב ,5000,תל אביב - יפו ,842 ,פעמוני יוסף ,official ,842
110413,51,תל אביב ,5000,תל אביב - יפו ,10412,פעמוני ,synonym of 842 ,842
110414,51,תל אביב ,5000,תל אביב - יפו ,10413,יוסף פעמוני ,synonym of 842 ,842
110415,51,תל אביב ,5000,תל אביב - יפו ,844 ,סנהדרין ,official ,844
110416,51,תל אביב ,5000,תל אביב - יפו ,845 ,רחבת מילאנו ,official ,845
110417,51,תל אביב ,5000,תל אביב - יפו ,10414,רחבת מילנו ,synonym of 845 ,845
110418,51,תל אביב ,5000,תל אביב - יפו ,10415,מילאנו ,synonym of 845 ,845
110419,51,תל אביב ,5000,תל אביב - יפו ,10416,ככר מילאנו ,synonym of 845 ,845
110420,51,תל אביב ,5000,תל אביב - יפו ,847 ,הרב ניסים ,official ,847
110421,51,תל אביב ,5000,תל אביב - יפו ,10417,רח 1315 ,synonym of 847 ,847
110422,51,תל אביב ,5000,תל אביב - יפו ,10418,הרב נסים ,synonym of 847 ,847
110423,51,תל אביב ,5000,תל אביב - יפו ,10419,ניסים הרב ,synonym of 847 ,847
110424,51,תל אביב ,5000,תל אביב - יפו ,848 ,זטורי משה ,official ,848
110425,51,תל אביב ,5000,תל אביב - יפו ,10420,זטורי ,synonym of 848 ,848
110426,51,תל אביב ,5000,תל אביב - יפו ,849 ,שטינמן ,official ,849
110427,51,תל אביב ,5000,תל אביב - יפו ,10421,שטיינמן ,synonym of 849 ,849
110428,51,תל אביב ,5000,תל אביב - יפו ,10422,רח 1163 ,synonym of 849 ,849
110429,51,תל אביב ,5000,תל אביב - יפו ,901 ,עקיבא אריה ,official ,901
110430,51,תל אביב ,5000,תל אביב - יפו ,902 ,אהבת ציון ,official ,902
110431,51,תל אביב ,5000,תל אביב - יפו ,903 ,חיותמן ,official ,903
110432,51,תל אביב ,5000,תל אביב - יפו ,904 ,דנין ,official ,904
110433,51,תל אביב ,5000,תל אביב - יפו ,10423,דנון ,synonym of 904 ,904
110434,51,תל אביב ,5000,תל אביב - יפו ,905 ,סמילנסקי ,official ,905
110435,51,תל אביב ,5000,תל אביב - יפו ,906 ,שרת משה ,official ,906
110436,51,תל אביב ,5000,תל אביב - יפו ,10424,כט בנובמבר ,synonym of 906 ,906
110437,51,תל אביב ,5000,תל אביב - יפו ,10425,משה שרת ,synonym of 906 ,906
110438,51,תל אביב ,5000,תל אביב - יפו ,10426,שרת ,synonym of 906 ,906
110439,51,תל אביב ,5000,תל אביב - יפו ,10427,כט נובמבר ,synonym of 906 ,906
110440,51,תל אביב ,5000,תל אביב - יפו ,908 ,גור יהודה ,official ,908
110441,51,תל אביב ,5000,תל אביב - יפו ,10428,גור ,synonym of 908 ,908
110442,51,תל אביב ,5000,תל אביב - יפו ,10429,יהודה גור ,synonym of 908 ,908
110443,51,תל אביב ,5000,תל אביב - יפו ,10430,גור יהודה סמטה ,synonym of 908 ,908
110444,51,תל אביב ,5000,תל אביב - יפו ,10431,סמ גור יהודה ,synonym of 908 ,908
110445,51,תל אביב ,5000,תל אביב - יפו ,10432,גור יהודה סמ ,synonym of 908 ,908
110446,51,תל אביב ,5000,תל אביב - יפו ,909 ,שד' הציונות ,official ,909
110447,51,תל אביב ,5000,תל אביב - יפו ,10433,הציונות ,synonym of 909 ,909
110448,51,תל אביב ,5000,תל אביב - יפו ,10434,שדרות הציונות ,synonym of 909 ,909
110449,51,תל אביב ,5000,תל אביב - יפו ,10435,הציונות שדרות ,synonym of 909 ,909
